factor,factor_value,rank,word,pearson_correlation,word_count
ethnicity,Manipuri,16,closely,0.10565921536783983,45
ethnicity,Manipuri,17,discovered,0.10327891248278406,66
ethnicity,Manipuri,18,arjun’s,0.10121406479773123,15
ethnicity,Manipuri,19,feathers,0.1001670893088889,30
ethnicity,Manipuri,20,stumbled,0.1001670818393725,30
ethnicity,Marathi,1,corner,0.23762970442158074,8
ethnicity,Marathi,2,timmy,0.22219518707919675,9
ethnicity,Marathi,3,homes,0.2008588365947725,5
ethnicity,Marathi,4,owls,0.2008588365947725,5
ethnicity,Marathi,5,venture,0.1876221947467189,12
ethnicity,Marathi,6,thanked,0.17705315995503731,93
ethnicity,Marathi,7,benny,0.1770283403915679,60
ethnicity,Marathi,8,twitching,0.17072897339815246,14
ethnicity,Marathi,9,“would,0.16546142959178198,7
ethnicity,Marathi,10,carrot,0.15973720660182056,26
